@Username,Tweet,Lokasi
txtdarireyy,"@nusantara_one @JUKIORebon Bener dong. Kan kita selaku penjamin juga harus bisa menjamin kalo hutangnya bisa dibayar dimana kalo emang anis ga mampu bayar jadi mau ga mau si sandiaga uno yang tanggung jawab baik itu minta hutangnya ke anies atau bayarkan hutangnya.
Ini pendukungnya nalarnya pada kemana dah",
VIVAcoid,"Sandiaga Uno Muncul di Harlah PPP, Mardiono: Saya yang Rugi https://t.co/kR3TzRp0he",
hanahanifahlagi,"Sandiaga Uno dan Prabowo Subianto Hadiri Ulang Tahun ke-50 PPP, Ini Kata Mardiono https://t.co/LG18a1rpNK","Gambir, Indonesia"
fajarposmedia,@sandiuno | FPTV Network | Profil Sandiaga Uno: https://t.co/K616N7cnKS https://t.co/x6a13N1JNQ,Indonesia
tempo_english,Sandiaga Uno Talks of YouTube Content as Object for Bank Guarantee https://t.co/RBxRUhATED #TempoEnglish,"Jakarta, Indonesia"
ricko_liquid,"Diisukan Gabung PPP, Sandiaga Uno: Saya Ikuti Arahan Pimpinan

 #Sindonews #BukanBeritaBiasa .https://t.co/Tv2rVv1JzI","Purworejo, Indonesia"
SINDOnews,"Diisukan Gabung PPP, Sandiaga Uno: Saya Ikuti Arahan Pimpinan

 #Sindonews #BukanBeritaBiasa .https://t.co/NLqmHshNGm","Jakarta Pusat, DKI Jakarta"
tvOneNews,"Isu Sandiaga Uno Mundur dari Gerindra, PPP Izin Pinjem kepada Prabowo https://t.co/OSZ1zP1Jm7",Pulo Gadung
MomogiXY,"Menteri Pertahanan Prabowo Subianto, Menteri Perdagangan Zulkifli Hasan, Menteri Pariwisata dan Ekonomi Kreatif Sandiaga Uno, Menteri Investasi Bahlil Lahadalia, dan Menteri BUMN Erick Thohir. 

Tangerang, 17 Februari 2023 https://t.co/prl4TJ4j1J",
MahendraXY,"Menteri Pertahanan Prabowo Subianto, Menteri Perdagangan Zulkifli Hasan, Menteri Pariwisata dan Ekonomi Kreatif Sandiaga Uno, Menteri Investasi Bahlil Lahadalia, dan Menteri BUMN Erick Thohir. 

Tangerang, 17 Februari 2023 https://t.co/m7xn39LXAC",
tvOneNews,"Isu Sandiaga Uno Mundur dari Partai Gerindra, PPP Izin Pinjem Kepada Prabowo https://t.co/C1TAfGSUbj",Pulo Gadung
BYuliazman,"Mau minjam KUR harus ada jaminan BPKB motor atw mobil, jadi situ/SIUP buat apa?
Usaha jelas, rumah milik sendiri, dll
Kenapa dipersulit ya...
#umkm
#ukm
#sandiagauno https://t.co/bQrSe31bhj",
tempodotco,Sandiaga Uno Bicara Soal Hengkang ke PPP: Pak Mardiono dan Pak Prabowo Akan Bertemu https://t.co/54AO4FKWN5 #TempoNasional,Indonesia
RepelitaO,"Sebut Prabowo Subianto, Sandiaga Uno, Mahfud MD, dan Erick Thohir Sosok Capres-Cawapres, Jokowi: Saya Hampir Lupa Juga Ada Mas AHY https://t.co/NqG2Ial0rP",
Disuruh_Iben,"Prabowo Subianto:  Sandiaga Uno: Prabowo Subianto bilang ""jangan provokasi"" - ANTARA https://t.co/0jvlfLuDaD #IndonesiaKuat #BangkitBersama",Pulau Impian
antaranews,"Sandiaga Uno ungkap bahwa Ketua Umum Partai Gerindra Prabowo Subianto sempat mengatakan ""jangan provokasi"".

https://t.co/QFMcIJto1N",NKRI
Trust_riau,Sandiaga Uno: Prabowo Bilang  https://t.co/Afo3avE6P4 https://t.co/BgwNUCflKF,Indonesia
Ini_ajunk,Sandiaga Uno Serahkan ke Prabowo Subianto dan Mardiono soal Harapan PPP - RMOL https://t.co/T9On4720Ro #IndonesiaKuat #BangkitBersama,jakarta
GercepSandiUno,"Mas Menteri @sandiuno menyampaikan : Utamakan Kesejahteraan Rakyat.

@sandiuno 

#sandiuno #sandiagauno #kemenparekraf #ekonomi #kreatif #pariwisata #FYP #twitter #TrendingNow #trending #viralindo #viral #video #Content #tourism https://t.co/a4aQ7J8efY",
KompasTV,"Di Depan Prabowo, Plt Ketum PPP: Saya Rugi kalau Sandiaga Uno Hadir di Acara Partai https://t.co/AicVMQUCCV",Indonesia
KompasTV,"Hadir di Harlah PPP Pakai Batik Hijau, Arsul Sani sebut Sandiaga Uno Hadir Sebagai Menparekraf! https://t.co/kfrRo03nlD",Indonesia
fathw25,"Sandiaga Uno dan Prabowo Subianto Hadiri Harlah PPP, Mardiono ... - Nasional Tempo https://t.co/Aaulu9KEmY #IndonesiaKuat #BangkitBersama",
fathw25,"Jokowi, Erick Thohir, hingga Sandiaga Uno Hadiri Harlah ke-50 PPP - https://t.co/BeTkcI8aTu - https://t.co/BeTkcI8aTu https://t.co/91t166kthi #IndonesiaKuat #BangkitBersama",
fajaronline,"Sebut Prabowo Subianto, Sandiaga Uno, Mahfud MD, dan Erick Thohir Sosok Capres-Cawapres, Jokowi: Saya Hampir Lupa Juga Ada Mas AHY https://t.co/m94nsuu4qV #HarlahPPP #headline #Jokowi #MahfudMD","Jakarta, Indonesia"
ekokuntadhi1,"Pak Prabowo hadir. Sandiaga Uno hadir. Mahfud MD hadir. AHY juga hadir. 

Yang gak hadir hanya Ganjar dan Anies. https://t.co/rseKZrJZra",
Wit30789680,@firzahusainInc Kalo Yohanes menang jadi gubernur hutang lunas....? Masuk akal.... Karena kalo jd gubernur banyak proyek yg bisa menghasilkan cuan untuk yang memberikan hutang.  Mungkinkah orang memberikan uang nya yg milyaran dgn cuma cuma tanpa imbalan...? apakah cuma uang Sandiaga Uno.,Indonesia 
Emerald72063957,@republikaonline Sandiaga uno Pak.,
tempodotco,"Sandiaga Uno dan Prabowo Subianto Hadiri Harlah PPP, Mardiono Lontarkan Candaan Ini https://t.co/bMmpXw3ADi #TempoNasional",Indonesia
mznobal,@Kimjisoao Sandiaga uno,Bakker.
sobat_sandi,"Mas Menteri kena Roasting lagi? 🧐

#sandiagauno #sandiuno #kemenparekraf #Ekonomi #kreatif #Twitter #FYP #Video #viral Jumat #friday #success #roasting #talkshow #trending #BreakingNews #today https://t.co/NT32aESfKX",
liputan6dotcom,"Plt Ketum Menyapa Sandiaga Uno, Peserta Harlah PPP Riuh Tepuk Tangan https://t.co/FEDZUclo6d",INDONESIA
GuysSandi,"Tips Investasi ala Mas Menteri @sandiuno 👌

#sandiagauno #sandiuno #kemenparekraf #Ekonomi #kreatif #Twitter #FYP #Video #viral Jumat #friday #success  #indonesia #podcast #invest #business #economics #Entrepreneur https://t.co/ZbGKM1sArS",
haelamarie,"Sandiaga Uno Dipastikan Hadiri Harlah PPP, Arsul Sani: Populer di PPP - Nasional Tempo https://t.co/dn4PAYsKjB #IndonesiaKuat #BangkitBersama",Indonesia
haelamarie,Panas Dingin Hubungan Sandiaga Uno dan Gerindra soal Pindah ke PPP - Metro TV News https://t.co/1BV9K3uAEx #IndonesiaKuat #BangkitBersama,Indonesia
emakemaksandi,"Masuk politik pilihan tersulit, tapi dilakukan Mas Menteri untuk membahagiakan orang tua dan Keluarga 🥰

#sandiagauno #sandiuno #kemenparekraf #Ekonomi #kreatif #Twitter #FYP #Video #viral Jumat #friday #success  #indonesia #podcast #talkshow #family #Moms #politik #Motivation https://t.co/GHpMqN48nA",
monitorind,"Dihadapan Prabowo, Mardiono Sambut Sandiaga Uno di Harlah PPP ke-50 https://t.co/ZZ4kwJzGP1",
KATADATAcoid,Sandiaga Uno Disambut Riuh Saat Hadiri HUT PPP https://t.co/GRtsHUa5TU,Jakarta
kumparan,"""Yang saya kenal ada Pak Prabowo. Yang saya tahu juga ada Pak Erick Thohir, yang saya tahu juga ada Pak Sandiaga Uno. #newsupdate #update #news #text https://t.co/QMxiky4hgZ",
detikcom,Plt Ketum PPP Mardiono menyapa Menparekraf Sandiaga Uno. Suasana Harlah ke-50 PPP pun langsung riuh saat nama Sandiaga disebut.  https://t.co/D66T7uqv0Y,"Jakarta, Indonesia"
jawapos,"Sandiaga Uno Hadiri Harlah PPP Ke-50, Mardiono: Saya Merasa Rugi https://t.co/aja1VP3IM6",Jakarta
fathw25,"Mardiono Sapa Sandiaga Uno, Peserta Harlah Ke-50 PPP Riuh - detikNews https://t.co/95fVsvdUBV #IndonesiaKuat #BangkitBersama",
MelatiGo,Ada pak sandiaga Uno Menteri Pariwisata dan Ekonomi kreatif yg juga turut hadir memeriahkan #HarlahEmasPPP semoga menambah semangat dan rasa kebersamaan 🤩 https://t.co/TXJx6qvEgc,
YudhistiraDoddy,@republikaonline Iya betul sudah lama Pak Bawaslu ... Pak Erwin Aksa &amp; Sandiaga Uno tuh yg baru buka ke umum ... setelah jadi bola liar ... mereka lepas tangan ... btw itu dana pinjaman (bukan dana sumbangan) ...  yang dianggap lunas kalo menang pilkada ... dan harus dibayar kalo kalah pilkada,
wexdnesday,"Selain pelaksanaan hari lahir Partai Persatuan Pembangunan di wisata Malino dan banyak acara yang juga dilaksanakan, ternyata mendapatkan apresiasi dari Pak sandiaga Uno! #HarlahEmasPPP https://t.co/kmOOsDt07F",
mixdoriya,"Walaahahh keren banget loh guys?? Mulai dari Menteri seperti Pak sandiaga Uno, Presiden Joko Widodo juga turut hadir dalam acara Puncak hari lahir partai PPP #HarlahEmasPPP https://t.co/YNV9UGpnYT",
galinkxmama,Ini patut di acungkan jempol nih kalau Pelaksanaan hari lahir Partai Persatuan Pembangunan di wisata Malino mendapatkan apresiasi dari Pak sandiaga Uno #HarlahEmasPPP https://t.co/vdOiF6LtsG,
mbehms,"Para tokoh politik penting selain Pak Presiden Joko Widodo juga yang lain turut hadir seperti Pak sandiaga Uno aduh gak sabar banget nih jadi pengen datang juga

 #HarlahEmasPPP https://t.co/kqJ6ovy5G8",
Hamdiandra9,Pelaksanaan hari lahir Partai Persatuan Pembangunan yg akan di adakan di wisata Malino mendapatkan apresiasi dari Pak sandiaga Uno. #HarlahEmasPPP https://t.co/Ydwci4TA0v,"Swissvale, PA"
twidalufia,"Para tokoh politik penting selain Pak Presiden Joko Widodo juga yang lain turut hadir seperti Pak sandiaga Uno. Sukses selalu untuk PPP
 #HarlahEmasPPP https://t.co/og1YojBpZx",
CTeyuss,Menparekraf Pak sandiaga Uno juga ikut hadir lhoo guys dalam hari lahir ke-50 Partai Persatuan Pembangunan ini #HarlahEmasPPP https://t.co/LyytNYyAvZ,
Okta_Rst,"Para tokoh politik penting selain Pak Presiden Joko Widodo juga yang lain turut hadir seperti Pak sandiaga Uno. Keren, smoga PPP menjadi partai yg besar #HarlahEmasPPP https://t.co/2XxkFSbFhs",
GeblegI,"Pelaksanaan hari lahir PPP di wisata Malino mendapatkan apresiasi dari Pak sandiaga Uno, mantap... #HarlahEmasPPP https://t.co/VYLESE0dzq",
Dewisavitri7,Pak sandiaga Uno memberikan apresiasi kepada Partai Persatuan Pembangunan yang telah memilih destinasi wisata Malino dalam perayaan hari lahir di Sulsel #HarlahEmasPPP https://t.co/Dc3y4xyRPB,
aldaaulialubis,Wah ternyata pak sandiaga Uno Menteri Pariwisata dan Ekonomi kreatif juga turut hadir loh guys #HarlahEmasPPP https://t.co/TBUe5llTKx,
asari_2204,Para tokoh politik penting selain Pak Presiden Joko Widodo juga yang lain turut hadir seperti Pak sandiaga Uno #HarlahEmasPPP https://t.co/hUi6fDnJBn,
AkwarrZ,Menurut sandiaga Uno kegiatan pelaksanaan peringatan hari lahir ke-50 merupakan sebuah semangat dalam menyambut kontestasi politik #HarlahEmasPPP https://t.co/aTH2MXalj4,
FadelaUlani,"Mulai dari Menteri seperti Pak sandiaga Uno, Presiden Joko Widodo juga turut hadir dalam acara Puncak hari lahir partai #HarlahEmasPPP https://t.co/MTmON6sDtX",
Daniel81906045,"@sandiuno @Kemenparekraf Pak SANDIAGA UNO 

Ada orang mau bayar hutang nya ANIES BASWEDAN 

+62 877-9216-9026 nama nya satrio pak",
voidotid,"Menteri Pariwisata dan Ekonomi Kreatif (Menparekraf) sekaligus Wakil Ketua Dewan Pembina Partai Gerindra, Sandiaga Uno terpantau menghadiri acara Puncak Harlah ke-50 Partai Persatuan Pembangunan (PPP) di ICD... https://t.co/8VePXLHiNF","DKI Jakarta, Indonesia"
anadzihni,"#pisanggoreng
#nugget
#sandiagauno

Pisang Goreng Menjadi Dessert Goreng No.1 Dunia, Kalahkan Churros dan Donat https://t.co/XriUuXKwnL",
greengoblin_21,Anies Baswedan selain utang janji dengan Prabowo juga utang duit dengan Sandiaga Uno https://t.co/XdU9Nlqi73,
greengoblin_21,Anies Baswedan selain utang janji dengan Prabowo juga utang duit dengan Sandiaga Uno https://t.co/idY2I6xOeI,
KiaPutriza,"Anies Baswedan Tak Mampu Bayar Utang 50 M ke Sandiaga Uno, Kini Berlindung Dibelakang Surya Paloh
apriyani
Ratu Tisha
Reply 1988
TVRI
B.A.P https://t.co/WggrMbSnb0",Mangga Dua
sulaeman1408,@tvOneNews Sandiaga uno ni penghianat skrg bikin ulah memnlou up utang tp akhirnya tdkmingn.perpanjang dar cebong sekolam,
terkinidotid,"Soal Utang Anies Baswedan dan Sandiaga Uno, Fahri Hamzah Minta KPK Turun Tangan
 
https://t.co/uZ9fppBT3K","Makassar, Indonesia"
antaranews,"Terkait konten YouTube dijadikan jaminan utang, begini kata Menparekraf Sandiaga Uno. 

https://t.co/pu0AZTvBiP",NKRI
fathw25,Tensi Meninggi Sandiaga Uno vs Gerindra | https://t.co/HW5vmFDI4L - https://t.co/YbZwuyrYBO https://t.co/rxTETcDX9X #IndonesiaKuat #BangkitBersama,
Kemenparekraf,"Ada yang berbeda dari Music Corner Kemenparekraf kali ini!

Senimam musik tunanetra difabel, Mantra Diva Band, sukses bikin mas menteri Sandiaga Uno ikutan jamming, Sob 😁 https://t.co/1TTFDUiyqf","Jakarta Pusat, DKI Jakarta"
munira_lulu,Sandiaga uno percepat vaksinasi di sektor pariwisata https://t.co/8ijOZ2VwUb,"Kota Palu, Sulawesi Tengah"
tribunnews,"Mardiono Bakal Umumkan 10 Tokoh yang Gabung PPP di Harlah ke-50, Ada Sandiaga Uno? https://t.co/eQMxUum3Z6",Indonesia
terkinidotid,"Setelah Utang Anies Baswedan, Sandiaga Uno Keluhkan Mahalnya Biaya Kampanye Pilpres
 
https://t.co/SrLoIU2o4Z","Makassar, Indonesia"
Riau24Com,Sandiaga Uno Dapat Dukungan dari Emak-emak Cirebon untuk Maju Pilpres 2024 https://t.co/qqEDnDxUZD,Pekanbaru
Satya83358389,"@bigjayen2 @Candra4smara 50m ke Sandiaga Uno, 42m dari pihak ketiga",
IciOriza09,"Bertajuk grand launching dan talkshow kebangsaan ini dihadiri Menteri BUMN @erickthohir dan Menparekraf Sandiaga Uno.
Erick Thohir dalam kesempatan itu mengajak para pelaku media memperbaiki ekosistem di industri media agar lebih sehat dan sustain.#BangkitBersamaET https://t.co/MhpQXCAa6K","Jambi, Indonesia"
jinniesrm,sandiaga uno gonna cry blood sweat and tears when he reads the qrts,
fathw25,Emak-emak di Cirebon Dorong Sandiaga Uno Maju Pilpres 2024 - Head Topics https://t.co/DpXrXCaK0S #IndonesiaKuat #BangkitBersama,
irfanwahidi60,"@YudiSet16452924 @FokusKM50 #SandiagaUno kaya ? Gak juga, yang kaya itu Alloh, buktinya hambanya Alloh saja mampu kasih sumbangan ke Sandi apalagi #AllohuSubhanahuWataala",Jakarta
ricko_liquid,"Bangga Film Indonesia Bisa Jadi Tuan Rumah di Negeri Sendiri, Sandiaga Uno: Ini Capaian Terbaik

 #Sindonews #BukanBeritaBiasa .https://t.co/ksRTXFVP7e","Purworejo, Indonesia"
KuretaID,Sandiaga Uno Soroti Perizinan Konser Raisa di SU GBK https://t.co/KMxgKLp6Ck,Indonesia
DipaDuaLima,"Emak-emak di Cirebon Dorong Sandiaga Uno Maju Pilpres 2024

 #Sindonews #BukanBeritaBiasa .https://t.co/mjKxsq2Wot","Magelang, Jawa Tengah"
DipaDuaLima,"Bangga Film Indonesia Bisa Jadi Tuan Rumah di Negeri Sendiri, Sandiaga Uno: Ini Capaian Terbaik

 #Sindonews #BukanBeritaBiasa .https://t.co/TNocQsdSEE","Magelang, Jawa Tengah"
KuretaID,Menparekraf Sandiaga Uno Puji Rencana Konser Raisa di GBK https://t.co/a81tm5opk1,Indonesia
SINDOnews,"Bangga Film Indonesia Bisa Jadi Tuan Rumah di Negeri Sendiri, Sandiaga Uno: Ini Capaian Terbaik

 #Sindonews #BukanBeritaBiasa .https://t.co/WjppNismLC","Jakarta Pusat, DKI Jakarta"
SINDOnews,"Emak-emak di Cirebon Dorong Sandiaga Uno Maju Pilpres 2024

 #Sindonews #BukanBeritaBiasa .https://t.co/GZOZLIh8ZW","Jakarta Pusat, DKI Jakarta"
guycalledmillan,https://t.co/70o0oo8Cix,I lack social skills
Beritasatu,PPP Bantah Ngebet Jadikan Sandiaga Uno sebagai Kader https://t.co/QwZDk3j1Gc,Jakarta
SuwandaBen,"@Julian51758164 Peran Prabowo dalam Geger Utang Anies Baswedan ke Sandiaga Uno.

Prabowo memang manusia berhati jahat. Setelah pendukungnya pada pilres 2019 ditinggal, sekarang Anies difitnah soal hutang piutang.

https://t.co/Xcqe5TDln4",
wartapesona,Sandiaga Uno Pencapaian Target Parekraf 2023 Perlu Ditopang dengan Deregulasi https://t.co/Ueuw9hZqk7,Indonesia
fathw25,HUT ke-15 Gerindra Penuh Cerita: Sandiaga Uno Dikerubungi ... - https://t.co/jQuXM8mkML https://t.co/Ep3SghBpzj #IndonesiaKuat #BangkitBersama,
radaraktual,"Arsul Sani: Konstituen PPP Ingin Khofifah, Erick Thohir, Sandiaga Uno Jadi Cawapres https://t.co/PSQnOUT0IH",
pryshnv,"@aastrawinata bisa din, dan konten2 dia ga banget, kmrn ada video di Bali, glorifikasi gentrification, dan dia diundang ketemu Sandiaga Uno 🤪🤪",
okino2x,"@Candra4smara Walaupun sudah kadaluarsa tapi secara moral tidak baik.sebab aturan pemerintah dana kampanye pribadi maks. Rp 75 juta, tp sandiaga uno membenarkan ada pinjaman pribadi Rp 50 M utk pilkada DKI dulu. Spt maling yg ketahuan mencuri ayam setelah dia jadi juragan ayam. https://t.co/gFFI9AHOsu","Paris, France"
Disuruh_Iben,Arwani Sebut Sandiaga Uno Selalu Izin ke Prabowo Subianto untuk Hadiri Acara Internal PPP - Nasional Tempo https://t.co/pAn78cxacd #IndonesiaKuat #BangkitBersama,Pulau Impian
Disuruh_Iben,"Sandiaga Uno Ungkap Ada Perjanjian Politik antara Dirinya, Prabowo Subianto Subianto, dan Anies Baswedan - Pikiran Rakyat Depok - Pikiran Rakyat Depok https://t.co/y7TqjUsWru #IndonesiaKuat #BangkitBersama",Pulau Impian
sudarman1912,"@Fahrihamzah Teringat sandiaga uno. Sok ngumbar Hutang 50 untuk pilkada, malah jadi blunder. Terpaksa harus usut semua biaya pemilu dari 2014-2019. Terimakasih bung sudah mencerahkan bahwa biaya pemilu yang sangat mahal(ILC) . Jadi paham bahwa Esemka, kereta cepat, pekerja china. 🤣😆😁😄",
HUENINGKAl,"@Beomgya Kemaren aja telponan sama ibuku kangen si hawaiian boy sekarang pura pura akting, panggung sandiwara aja bukan apalagi sandiaga uno. 😑",Hybegin. Thursdaylads.
Faktorutama,"Dukung Ajang FSAI di 7 Kota, Menparekraf Sandiaga Uno Harap Bisa Gaet Lebih dari 44 Juta Penonton - https://t.co/fT0oquo78P",
L_Nasional,"Menparekraf Sandiaga Uno meyakini sektor pariwisata dan ekonomi kreatif bakal menciptakan 4,4 juta lapangan kerja hingga 2024.

#kacamatabangsa KatarsisSeries https://t.co/NhQlKlOnqQ",Bekasi
H_Nasional,"Menparekraf Sandiaga Uno meyakini sektor pariwisata dan ekonomi kreatif bakal menciptakan 4,4 juta lapangan kerja hingga 2024.

#kacamatabangsa KatarsisSeries https://t.co/KccNXXAo6C",Jakarta
B_Nasional1,"Menparekraf Sandiaga Uno meyakini sektor pariwisata dan ekonomi kreatif bakal menciptakan 4,4 juta lapangan kerja hingga 2024.

#kacamatabangsa KatarsisSeries https://t.co/mNQ5Tg09w9",Majalengka
vanny_narita,"Yeaaaaa! The 1st NFT powered by on-chain AI chatbot! 
Congrats @dethrune @unzypsoft @rinacoltd.
.
.
#nft #ai #chat #chatbot  #indonesia #japan #creative #sandiagauno #kemenparekraf #space #spacestationsix #spacestation #sciencetechnologyengineeringARTmath
https://t.co/cUKIMz5GKx","Jakarta, Indonesia"
AbuNawa48105494,@RomeoWalker19 Bisa2 pinjam sama sandiaga uno🤭,Indonesia asli
eedo_realman,"@aniesbaswedan @NasDem Pasukan NASBUNG digerakan, modal nya pinjam dari Sandiaga Uno dan Surya Paloh ??? https://t.co/bZrRvlE0gv",
ricko_liquid,"Digelar di 7 Kota, Sandiaga Uno Dukung Ajang Festival Sinema Australia Indonesia 2023

 #Sindonews #BukanBeritaBiasa .https://t.co/nsVEX4y9SO","Purworejo, Indonesia"
CNNIndonesia,"PPP Gelar Puncak Harlah ke-50 Besok, Undang Sandiaga Uno https://t.co/FMYccclYin",
kumparan,"Menparekraf RI, Sandiaga Uno, mengapresiasi digelarnya Festival Sinema Australia-Indonesia (FSAI) 2023 yang mulai berlangsung pada Februari hingga Maret tahun ini. #newsupdate #update #news #text https://t.co/xn6rGLJJ5P",
SINDOnews,"Digelar di 7 Kota, Sandiaga Uno Dukung Ajang Festival Sinema Australia Indonesia 2023

 #Sindonews #BukanBeritaBiasa .https://t.co/eyUrGCo0Wh","Jakarta Pusat, DKI Jakarta"
SINDOnews,"Digelar di 7 Kota, Sandiaga Uno Dukung Ajang Festival Sinema Australia Indonesia 2023
https://t.co/eyUrGCo0Wh","Jakarta Pusat, DKI Jakarta"
diahutama,"Apaqa Pak Sandiaga Uno tidak menangess kalau lihat ini 😆
Malah pada lempar-lemparaan",Indonesia
SitiSumiran,"Wakil Ketua Dewan Pembina Partai Gerindra Sandiaga Uno mengunggah foto bersama 

Prabowo Subianto
#Prabowo
#IndonesiaKuat
#IndonesiaBangkit
#BangkitBersama",
IBChyd98,"@CenayangFilm Keren, adu akting sama Sandiaga Uno","Jember, Jawa Timur"
gadisrembulan_,"Pemerintah menargetkan ajang ini bakal dihadiri 25 ribu wisatawan. Karena itu, Sandiaga Uno meminta event bergengsi ini dipromosikan bersama-sama.
https://t.co/XVxptuX9aq",
Sirambutmerah_,"Pemerintah menargetkan ajang ini bakal dihadiri 25 ribu wisatawan. Karena itu, Sandiaga Uno meminta event bergengsi ini dipromosikan bersama-sama.
https://t.co/3EtPeTHifU",
ElcapitanoTotti,"Pemerintah menargetkan ajang ini bakal dihadiri 25 ribu wisatawan. Karena itu, Sandiaga Uno meminta event bergengsi ini dipromosikan bersama-sama.
https://t.co/2zHEga3atY","Trenggalek, Indonesia"
Mockingjacks_,"Pemerintah menargetkan ajang ini bakal dihadiri 25 ribu wisatawan. Karena itu, Sandiaga Uno meminta event bergengsi ini dipromosikan bersama-sama.
https://t.co/fnYny9q0nN",
nuruldwiasih,"@ShamsiAli2 Kalo Anis kena Sandiaga Uno juga kena dong, adanya utang kan karena ada yg memberi utang, dan yg maju Pilgub berdua menang berdua,yg menikmati uang utangan berdua juga, bingung saya",
